0.193304 0.808741 0
0.35 0.56 0

0.35 0.56 0
0.425153 0.802881 0

0.193304 0.808741 0
0.425153 0.802881 0

0.1 0.9 0
0.19599 0.761315 0

0.1 0.9 0
0.35 0.56 0

0.1 0.9 0
0.193304 0.808741 0

0.153233 0.877255 0
0.1 0.9 0

0.153233 0.877255 0
0.193304 0.808741 0

0.174108 0.858943 0
0.153233 0.877255 0

0.19599 0.761315 0
0.109928 0.743126 0

0.140263 0.733085 0
0.19599 0.761315 0

0.35 0.56 0
0.19599 0.761315 0

0.27958 0.568743 0
0.35 0.56 0

0.1 0.9 0
0.147496 0.949583 0

0.147496 0.949583 0
0.0274667 0.994629 0

0.1 0.9 0
0.0274667 0.994629 0

0.0274667 0.994629 0
0.00878933 0.91879 0

0.00878933 0.91879 0
0.1 0.9 0

0.109928 0.743126 0
0.1 0.9 0

0.00878933 0.91879 0
0.109928 0.743126 0

0.141575 0.905118 0
0.1 0.9 0

0.153233 0.877255 0
0.141575 0.905118 0

0.35 0.56 0
0.12302 0.367809 0

0.12302 0.367809 0
0.1 0.25 0

0.1 0.25 0
0.35 0.56 0

0.6 0.85 0
0.425153 0.802881 0

0.6 0.85 0
0.35 0.56 0

0.1 0.25 0
0.6 0.85 0

0.517014 0.662984 0
0.6 0.85 0

0.600238 0.747215 0
0.6 0.85 0

0.12302 0.367809 0
0.27958 0.568743 0

0.27958 0.568743 0
0.155553 0.503922 0

0.517014 0.662984 0
0.1 0.25 0

0.1 0.25 0
0.286081 0.336314 0

0.286081 0.336314 0
0.517014 0.662984 0

0.6 0.85 0
0.5009 0.890164 0

0.5009 0.890164 0
0.425153 0.802881 0

0.531663 0.571184 0
0.517014 0.662984 0

0.531663 0.571184 0
0.286081 0.336314 0

0.471725 0.374981 0
0.531663 0.571184 0

0.471725 0.374981 0
0.286081 0.336314 0

0.450789 0.352123 0
0.471725 0.374981 0

0.266213 0.297281 0
0.286081 0.336314 0

0.266213 0.297281 0
0.1 0.25 0

0.1 0.25 0
0.151555 0.225105 0

0.600238 0.747215 0
0.682241 0.755852 0

0.517106 0.98999 0
0.6 0.85 0

0.517106 0.98999 0
0.5009 0.890164 0

0.779656 0.843654 0
0.6 0.85 0

0.6 0.85 0
0.682241 0.755852 0

0.1 0.25 0
0.00161748 0.0610065 0

0.1 0.25 0
0.147313 0.165899 0

0.147313 0.165899 0
0.151555 0.225105 0

0.12302 0.367809 0
0.0914029 0.364452 0

0.0914029 0.364452 0
0.1 0.25 0

0.0914029 0.364452 0
0.0089114 0.37788 0

0.1 0.25 0
0.0089114 0.37788 0

0.27958 0.568743 0
0.19599 0.761315 0

0.996796 0.999695 0
0.0274667 0.994629 0

0.0274667 0.994629 0
0.517106 0.98999 0

0.0274667 0.994629 0
0.314066 0.941069 0

0.147496 0.949583 0
0.314066 0.941069 0

0.00125126 0.563585 0
0.00161748 0.0610065 0

0.00161748 0.0610065 0
0.0089114 0.37788 0

0.0089114 0.37788 0
0.00125126 0.563585 0

0.988525 0.445692 0
0.996796 0.999695 0

0.996796 0.999695 0
0.966613 0.683187 0

0.119083 0.00466933 0
0.553209 0.0142521 0

0.840144 0.0237434 0
0.982971 0.2978 0

0.982971 0.2978 0
0.842158 0.123325 0

0.996796 0.999695 0
0.517106 0.98999 0

0.996796 0.999695 0
0.806238 0.852626 0

0.806238 0.852626 0
0.949339 0.921384 0

0.949339 0.921384 0
0.996796 0.999695 0

0.949339 0.921384 0
0.955901 0.925718 0

0.955901 0.925718 0
0.996796 0.999695 0

0.955901 0.925718 0
0.966613 0.683187 0

0.843043 0.626759 0
0.988525 0.445692 0

0.988525 0.445692 0
0.966613 0.683187 0

0.966613 0.683187 0
0.843043 0.626759 0

0.843043 0.626759 0
0.82168 0.582049 0

0.82168 0.582049 0
0.988525 0.445692 0

0.82168 0.582049 0
0.817194 0.475265 0

0.839442 0.397656 0
0.988525 0.445692 0

0.988525 0.445692 0
0.817194 0.475265 0

